,shopid,title,areaname,backCateName,avgprice,avgscore,latitude,longitude,comments,historyCouponCount,city,address,isMain,record
0,1000090665,宫野GOYEAHTEA,奥山/钢都花园,奶茶/果汁,12.0,4.8,30.6167,114.3622,30,514,武汉,青山区,1,1
1,1000482065,茶百道,红山动物园/火车站,奶茶/果汁,15.0,3.8,32.1019,118.8102,94,1995,南京,栖霞区,1,1
2,100055055,1点点,上沙/下沙,奶茶/果汁,14.0,4.3,22.5246,114.0288,0,0,深圳,福田区,1,1
3,1000588612,书亦烧仙草,太和镇,奶茶/果汁,13.0,4.4,23.2916,113.3604,344,4457,广州,白云区,1,1
4,1000680931,华言豆腐鲜奶茶,浐灞半岛/世园会,奶茶/果汁,0.0,3.9,34.3439,109.0447,0,0,西安,灞桥区,1,0
5,1000843239,蜜雪冰城,固戍桃源居,奶茶/果汁,7.0,4.7,22.6289,113.8637,182,3307,深圳,宝安区,1,1
6,1000924774,双美豆沙牛乳,众美凤凰城,奶茶/果汁,11.0,4.5,37.997,114.5345,78,3405,石家庄,裕华区,1,1
7,1000936030,巧格格奶茶礼品,东盛/劳动公园,奶茶/果汁,0.0,4.2,43.8786,125.3664,0,0,长春,二道区,1,0
8,1000958821,C0C0茶饮,双井,奶茶/果汁,0.0,3.8,39.8877,116.462,0,0,北京,朝阳区,1,0
9,1001049395,优奈的茶奶茶店,顾乡,奶茶/果汁,0.0,0.0,45.7368,126.5898,0,0,哈尔滨,道里区,1,0
10,100110441,1点点,彭浦新村,奶茶/果汁,20.0,3.9,31.308,121.4476,0,0,上海,静安区,1,1
11,1001117265,1点点,北站/市府,奶茶/果汁,15.0,4.4,41.8125,123.4346,0,0,沈阳,沈河区,1,1
12,1001156450,蜜雪冰城,胜利路,奶茶/果汁,7.0,4.3,36.633,101.7633,206,1574,西宁,城西区,1,1
13,1001186866,冰雪都城,中山南街,奶茶/果汁,0.0,0.0,38.4604,106.2846,0,0,银川,兴庆区,1,0
14,1001187942,多哥儿奶茶,丈八,奶茶/果汁,0.0,3.9,34.1775,108.876,0,0,西安,长安区,1,0
15,1001260253,益禾堂,铝城公园,奶茶/果汁,9.0,4.1,34.8027,113.3089,25,433,郑州,上街区,1,1
16,1001284715,Wedrink茶主张,大湾,奶茶/果汁,0.0,0.0,43.773,87.6399,0,0,乌鲁木齐,天山区,1,0
17,1001412012,森焱茶饮,润宇,奶茶/果汁,0.0,0.0,40.8379,111.6903,0,0,呼和浩特,新城区,1,0
18,1001489482,益禾堂,玫瑰大楼,奶茶/果汁,8.0,0.0,34.2346,108.8913,0,4,西安,雁塔区,1,0
19,1001531251,黑泷堂,城西/学院路,奶茶/果汁,16.0,4.5,19.9874,110.331,199,1767,海口,龙华区,1,1
20,1001590878,想巷台式厚奶茶,中山西路,奶茶/果汁,15.0,4.1,38.06,114.4183,4,45,石家庄,桥西区,1,1
21,1001631827,书亦烧仙草,文城逸都购物广场,奶茶/果汁,13.0,4.9,26.8389,106.6014,373,3675,贵阳,修文县,1,1
22,1001793267,茶话弄,亚欧国际会展中心,奶茶/果汁,0.0,4.1,43.8817,87.5957,0,0,乌鲁木齐,新市区,1,0
23,1001891910,悸动烧仙草,张江,奶茶/果汁,15.0,4.1,31.2023,121.6157,48,1532,上海,浦东新区,1,1
24,1002111026,半杯时光·奶茶·小吃,大芬/南岭,奶茶/果汁,0.0,0.0,22.6135,114.1355,0,0,深圳,龙岗区,1,0
25,1002174163,蜜雪冰城,光谷天地,奶茶/果汁,7.0,4.1,30.4653,114.4138,0,0,武汉,江夏区,1,1
26,1002190055,蜜念雪,牛街,奶茶/果汁,0.0,0.0,40.8091,111.6497,0,0,呼和浩特,回民区,1,0
27,1002210979,古茗,中山路,奶茶/果汁,15.0,4.3,28.6756,115.8927,83,2274,南昌,西湖区,1,1
28,1002309731,诺杯烧仙草,西市场,奶茶/果汁,8.0,4.4,36.6594,116.9737,19,251,济南,槐荫区,1,1
29,1002321805,猫不吃鱼,昆明南站/呈贡大学城,奶茶/果汁,0.0,4.2,24.8156,102.8199,0,0,昆明,呈贡区,1,0
30,1002350243,甜啦啦,火车站,奶茶/果汁,14.0,4.7,36.0414,103.8528,155,1504,兰州,城关区,1,1
31,1002518263,沪上阿姨鲜果茶,钱江新城/四季青,奶茶/果汁,15.0,4.5,30.2581,120.2033,216,5342,杭州,上城区,1,1
32,1002518508,J-tea魔杰的茶,巢湖火车站,奶茶/果汁,20.0,4.8,31.6114,117.8839,190,2012,合肥,巢湖市,1,1
33,1002579650,茶百道,白沙洲,奶茶/果汁,15.0,4.9,30.4878,114.2825,69,1037,武汉,洪山区,1,1
34,1002581419,贡茶,中东大市场,奶茶/果汁,0.0,0.0,43.8698,125.3867,0,0,长春,二道区,1,0
35,1002596233,喜茶,门头沟城区,奶茶/果汁,29.0,4.5,39.9048,116.1231,0,0,北京,门头沟区,1,1
36,1002602642,古茗,定安路/西湖大道,奶茶/果汁,15.0,4.6,30.2428,120.1666,81,2319,杭州,上城区,1,1
37,1002768230,港饮之港,桥西区,奶茶/果汁,0.0,4.7,38.0478,114.4083,0,0,石家庄,桥西区,1,0
38,1002794752,茶夫特,鲁班路,奶茶/果汁,0.0,4.1,22.8366,108.2825,0,0,南宁,西乡塘区,1,0
39,1002857595,吾饮良品水果茶,古田路,奶茶/果汁,10.0,4.8,30.5897,114.2029,127,2381,武汉,硚口区,1,1
40,1002931110,书亦烧仙草,新开铺,奶茶/果汁,13.0,4.3,28.1418,112.9715,155,2527,长沙,天心区,1,1
41,1002945043,宫野奶茶,万家丽国际MALL,奶茶/果汁,16.0,4.7,28.1905,113.0318,125,2028,长沙,芙蓉区,1,1
42,1002959373,贡茶,较场口,奶茶/果汁,9.0,3.7,29.5538,106.574,274,3327,重庆,渝中区,1,1
43,100296914,1点点,常府街/长白街,奶茶/果汁,14.0,4.5,32.0351,118.7926,0,0,南京,秦淮区,1,1
44,1002981125,古茗,塘栖,奶茶/果汁,15.0,4.8,30.4668,120.1949,148,2174,杭州,临平区,1,1
45,100299495,奈雪的茶,天虹汇一城,奶茶/果汁,37.0,4.4,22.5745,113.8643,87,1175,深圳,宝安区,1,1
46,1003064406,乘风破浪的茶,柳巷商业区,奶茶/果汁,12.0,3.9,37.8687,112.5702,12,68,太原,迎泽区,1,1
47,1003152288,1点点,金星小区,奶茶/果汁,17.0,3.7,25.0682,102.7237,0,0,昆明,盘龙区,1,1
48,1003176240,三颜荟奶茶,国贸大道,奶茶/果汁,0.0,3.9,20.0237,110.315,0,0,海口,龙华区,1,0
49,100318667,蜜雪冰城,建文新世界,奶茶/果汁,8.0,4.8,34.7741,113.6671,622,9863,郑州,金水区,1,1
50,1003221810,茶百道,北大学城,奶茶/果汁,15.0,4.2,34.8689,113.6376,63,1510,郑州,惠济区,1,1
51,1003393814,1点点,临平区,奶茶/果汁,0.0,4.1,30.3454,120.284,0,0,杭州,临平区,1,0
52,1003451826,黑洪堂,新世纪精品购物中心,奶茶/果汁,0.0,0.0,37.9102,112.1734,0,0,太原,古交市,1,0
53,1003572089,书亦烧仙草,火车站/二七广场,奶茶/果汁,14.0,4.6,34.7463,113.6666,16,616,郑州,管城回族区,1,1
54,1003595347,贡茶,大兴区,奶茶/果汁,0.0,4.1,39.7619,116.4366,0,0,北京,大兴区,1,0
55,1003627247,益禾堂,杨家村,奶茶/果汁,9.0,4.2,34.2036,108.9469,60,338,西安,雁塔区,1,1
56,1003705519,古御贡茶,嘉禾/人和,面包甜点,13.0,3.9,23.3336,113.2981,7,238,广州,白云区,0,1
57,1003910073,旺柴屋,N次方公园,奶茶/果汁,0.0,4.1,20.0258,110.314,0,0,海口,龙华区,1,0
58,1003962662,书亦烧仙草,福都生活广场,奶茶/果汁,14.0,4.2,34.7084,113.6961,1,93,郑州,管城回族区,1,1
59,1003966582,冰雪时光,相公,奶茶/果汁,5.0,4.8,36.7628,117.5605,112,1980,济南,章丘区,1,1
60,1003971090,天然呆,建设路/电子科技大学,奶茶/果汁,17.0,3.8,30.6714,104.1033,108,1893,成都,成华区,1,1
61,1004078865,蜜雪冰城,草房,奶茶/果汁,8.0,3.5,39.9252,116.6159,0,0,北京,朝阳区,1,1
62,1004197998,物杯潮茶,双龙/南联,奶茶/果汁,13.0,4.6,22.7224,114.2688,98,3354,深圳,龙岗区,1,1
63,1004246027,书亦烧仙草,汇华广场,奶茶/果汁,15.0,4.7,38.0089,114.4591,8,120,石家庄,桥西区,1,1
64,1004324607,书亦烧仙草,湘雅附一医院,奶茶/果汁,13.0,4.5,28.2206,112.9869,136,1337,长沙,开福区,1,1
65,1004332583,7分甜,省博/转山西路,奶茶/果汁,21.0,4.5,36.6582,117.1,645,17167,济南,历下区,1,1
66,1004407875,茶百道,云塘理工/环保科技园,奶茶/果汁,15.0,4.4,28.0657,113.0008,6,120,长沙,天心区,1,1
67,1004412970,等茶来鲜萃奶茶,新港西路沿线,奶茶/果汁,15.0,4.4,23.0953,113.3064,16,855,广州,海珠区,1,1
68,1004438600,书亦烧仙草,八大家/红钢城,奶茶/果汁,13.0,4.8,30.6383,114.4034,523,5566,武汉,青山区,1,1
69,1004545387,沪上阿姨鲜果茶,明珠广场,奶茶/果汁,15.0,4.4,31.7821,117.2289,150,3450,合肥,蜀山区,1,1
70,1004556086,和气桃桃,光谷/鲁巷,奶茶/果汁,15.0,4.8,30.5048,114.4029,29,281,武汉,洪山区,1,1
71,1004643276,恬恬夏雪,新城,奶茶/果汁,0.0,4.2,38.4855,106.1864,0,0,银川,金凤区,1,0
72,1004775955,RB珍奶,七道湾,奶茶/果汁,0.0,3.9,43.8587,87.6066,0,0,乌鲁木齐,水磨沟区,1,0
73,1004807610,冰雪时光,新时代华联,奶茶/果汁,5.0,4.3,44.8238,126.5573,51,643,长春,榆树市,1,1
74,100483032,CoCo都可,海宁路/七浦路,奶茶/果汁,13.0,4.1,31.2498,121.4868,337,6324,上海,虹口区,1,1
75,1004831899,沪上阿姨鲜果茶,宝龙万象城,奶茶/果汁,16.0,4.0,26.0642,119.2906,1,29,福州,台江区,1,1
76,100484085,阿姨奶茶,嵩明县,奶茶/果汁,0.0,0.0,25.3353,103.0353,0,0,昆明,嵩明县,1,0
77,1004852114,挝挝家·老挝冰咖啡,丰宁小区,奶茶/果汁,15.0,4.3,25.0477,102.6797,14,325,昆明,五华区,1,1
78,1004889512,CoCo都可,南站/南海大道,奶茶/果汁,0.0,0.0,19.9959,110.2993,0,0,海口,龙华区,1,0
79,1004901758,茗义堂,下罗,奶茶/果汁,11.0,3.9,28.7483,115.8669,23,209,南昌,青山湖区,1,1
80,1004984043,贡茶,世荣路/南三环,奶茶/果汁,0.0,0.0,43.8149,125.3648,0,0,长春,南关区,1,0
81,1005093819,一里茶茶豆沙牛乳,呈贡新区,饮品店,12.0,4.0,24.8806,102.8251,3,19,昆明,呈贡区,0,1
82,1005425556,柠柠柒奶茶,南明区,奶茶/果汁,0.0,0.0,26.5676,106.7802,0,0,贵阳,南明区,1,0
83,1005436858,泱茶YOUNGCAA,中山七八路,奶茶/果汁,20.0,4.1,23.1236,113.2477,44,1945,广州,荔湾区,1,1
84,1005579287,兵之王,城关区,奶茶/果汁,0.0,3.9,29.6395,91.2123,0,0,拉萨,城关区,1,0
85,1005661965,书亦烧仙草,中北大学,奶茶/果汁,0.0,0.0,38.0132,112.4462,0,0,太原,尖草坪区,1,0
86,1005696046,珠满满·老红糖珍珠奶茶,高铁东站/龙昆南,奶茶/果汁,0.0,0.0,19.9986,110.3579,0,0,海口,琼山区,1,0
87,1005743374,喜茶,火车站/玄武湖,奶茶/果汁,29.0,4.4,32.0911,118.7843,0,0,南京,玄武区,1,1
88,1005819398,御台贡茶,茶园新区,奶茶/果汁,12.0,4.1,29.5133,106.6479,0,0,重庆,南岸区,1,1
89,1005832966,快乐柠檬,服装城/学府路,奶茶/果汁,0.0,4.3,45.7044,126.6187,0,0,哈尔滨,南岗区,1,0
90,1005855926,柠季·手打柠檬茶(二十四品生活中心店),市政府,奶茶/果汁,17.0,4.1,28.2351,112.942,0,17,长沙,岳麓区,1,1
91,1006020774,华言豆腐鲜奶茶,重百/东城汽车站,奶茶/果汁,0.0,3.0,30.9259,108.7035,0,0,重庆,云阳县,1,0
92,1006031991,宅小野,付家坡/大东门,奶茶/果汁,0.0,4.2,30.5306,114.3293,3,24,武汉,武昌区,1,0
93,1006058697,HI奶茶,群力地区,奶茶/果汁,0.0,0.0,45.7378,126.5387,0,0,哈尔滨,道里区,1,0
94,1006362972,好利来,水上公园,面包蛋糕,53.0,4.1,38.09,114.4411,5,112,石家庄,新华区,0,1
95,1006372416,荼荼·鲜果制茶,五道口,奶茶/果汁,51.0,4.2,39.9919,116.3392,26,1945,北京,海淀区,1,1
96,1006482783,憨憨茶,古城/八角,奶茶/果汁,19.0,4.2,39.9107,116.1893,4,106,北京,石景山区,1,1
97,1006502549,茶札士多,大庙/红旗河沟,奶茶/果汁,16.0,4.8,29.5797,106.5287,17,319,重庆,江北区,1,1
98,1006663294,仙人掌之恋,明珠广场,奶茶/果汁,22.0,4.2,18.2568,109.5039,0,0,三亚,天涯区,1,1
99,1006884718,茶百道,凤凰城,奶茶/果汁,15.0,4.7,31.8621,117.2345,0,48,合肥,蜀山区,1,1
100,1006968511,古茗,东街口/三坊七巷,奶茶/果汁,15.0,3.9,26.087,119.296,100,1570,福州,鼓楼区,1,1
101,1007062035,柠厦.手打柠檬茶,市行政服务中心/乐都汇,奶茶/果汁,16.0,4.3,24.5143,118.1614,35,1303,厦门,湖里区,1,1
102,1007079333,鹿角巷,宝坻区,奶茶/果汁,23.0,4.5,39.7318,117.3252,25,352,天津,宝坻区,1,1
103,1007212586,CoCo都可,亚运村,奶茶/果汁,13.0,4.3,40.0011,116.3934,432,10453,北京,朝阳区,1,1
104,1007295075,本宫的茶,望京,奶茶/果汁,18.0,4.3,39.9987,116.4821,79,2557,北京,朝阳区,1,1
105,100730078,CoCo都可,南沙路,奶茶/果汁,13.0,4.3,20.0103,110.3322,879,10789,海口,龙华区,1,1
106,100731800,老字号北七奶茶,靖宇街沿线/阿拉伯广场,奶茶/果汁,8.0,4.5,45.791,126.6459,9,0,哈尔滨,道外区,1,1
107,1007371452,蜜雪冰城,梨园,奶茶/果汁,7.0,4.2,39.8797,116.6842,332,6035,北京,通州区,1,1
108,1007420113,喜茶,夫子庙地区,奶茶/果汁,29.0,4.6,32.0226,118.7857,0,0,南京,秦淮区,1,1
109,1007424857,吾饮良品水果茶,和兴路沿线,奶茶/果汁,10.0,4.4,45.7153,126.6229,91,2545,哈尔滨,南岗区,1,1
110,1007436576,黑洪堂,迎泽西大街,奶茶/果汁,18.0,4.2,37.8565,112.5091,179,3276,太原,万柏林区,1,1
111,1007469348,楼上有囍,长风街,奶茶/果汁,26.0,4.7,37.8148,112.5649,0,2,太原,小店区,1,1
112,1007581867,乌名见客,兰石商圈,奶茶/果汁,0.0,4.5,36.4997,103.6817,0,0,兰州,永登县,1,0
113,1007585025,7分甜,惠南镇,奶茶/果汁,21.0,4.4,31.0463,121.7596,198,3001,上海,浦东新区,1,1
114,1007596282,甜啦啦,悦方IDMALL,奶茶/果汁,14.0,4.6,31.7416,117.3058,306,5707,合肥,包河区,1,1
115,1007679255,贡茶,凯莱赛/西沽,奶茶/果汁,18.0,3.8,39.1708,117.1663,1,10,天津,红桥区,1,1
116,100771748,CoCo都可,沈辽路万达,奶茶/果汁,13.0,4.6,41.7814,123.3574,1489,21686,沈阳,铁西区,1,1
117,100774825,7分甜,宝带东路,奶茶/果汁,20.0,4.5,31.2667,120.6325,266,5703,苏州,吴中区,1,1
118,1007855695,火尖枪,龙华,奶茶/果汁,15.0,4.6,22.6534,114.0198,274,3752,深圳,龙华区,1,1
119,1007960360,书亦烧仙草,经三路沿线,奶茶/果汁,13.0,4.7,34.7753,113.6958,1543,23860,郑州,金水区,1,1
120,1007984846,CoCo都可,亚运村,奶茶/果汁,13.0,4.6,39.9916,116.4065,57,2053,北京,朝阳区,1,1
121,1008053903,避风港奶茶果汁冷饮店,温州城,奶茶/果汁,0.0,0.0,43.5004,124.8134,0,0,长春,公主岭市,1,0
122,1008076509,茶百道,大足区,奶茶/果汁,15.0,4.9,29.6848,105.7315,26,230,重庆,大足区,1,1
123,1008125107,茶百道,开发区/高教园,奶茶/果汁,16.0,4.6,30.2117,120.2159,571,17367,杭州,滨江区,1,1
124,1008182240,昱然美业生活馆甜蜜的奶茶,群力地区,奶茶/果汁,0.0,0.0,45.742,126.5387,0,0,哈尔滨,道里区,1,0
125,1008237779,CoCo都可,分钟寺/成寿寺,奶茶/果汁,14.0,4.6,39.8574,116.4465,28,907,北京,丰台区,1,1
126,1008284774,再来翼杯饮品店,兴庆区,奶茶/果汁,0.0,0.0,38.4948,106.4881,0,0,银川,兴庆区,1,0
127,1008335884,沪上阿姨鲜果茶,老城厢/鼓楼,奶茶/果汁,15.0,4.6,39.138,117.1731,314,8876,天津,南开区,1,1
128,1008406697,茶百道,黄花镇/黄花机场,奶茶/果汁,15.0,4.8,28.2267,113.1832,12,236,长沙,长沙县,1,1
129,1008639319,哈姆特布丁茶饮,大厂,奶茶/果汁,12.0,4.6,32.2309,118.7495,94,1149,南京,六合区,1,1
130,1008645000,CoCo都可,长治路,奶茶/果汁,13.0,4.8,37.7925,112.5598,56,1764,太原,小店区,1,1
131,1008758011,蜜雪冰城,迈皋桥老街,奶茶/果汁,6.0,3.7,32.1063,118.81,0,0,南京,栖霞区,1,1
132,1008766376,沪上阿姨鲜果茶,宝安国际机场,奶茶/果汁,15.0,4.2,22.6489,113.8265,74,1773,深圳,宝安区,1,1
133,1008924949,蜜桃里,青海大学,奶茶/果汁,8.0,3.8,36.7307,101.7518,89,1855,西宁,城北区,1,1
134,1008939607,茶百道,春风万佳/文锦渡,奶茶/果汁,15.0,4.9,22.543,114.1253,7,283,深圳,罗湖区,1,1
135,1008948963,小花奶茶,宽城区,奶茶/果汁,0.0,0.0,43.9999,125.1518,0,0,长春,宽城区,1,0
136,100895033,1点点,华强南,奶茶/果汁,13.0,4.2,22.5381,114.0903,0,0,深圳,福田区,1,1
137,1008987851,沪上阿姨鲜果茶,下沙宝龙城市广场,奶茶/果汁,15.0,3.7,30.3117,120.3843,47,1977,杭州,钱塘区,1,1
138,1008996715,椿风·养身茶饮,中山公园/江苏路,奶茶/果汁,22.0,4.2,31.217,121.4155,35,3520,上海,长宁区,1,1
139,1008998444,书亦烧仙草,万年场/万象城,奶茶/果汁,12.0,4.6,30.6622,104.1296,225,3369,成都,成华区,1,1
140,1009053555,蜜雪冰城,辛家庙,奶茶/果汁,7.0,4.1,34.3239,109.0053,21,560,西安,未央区,1,1
141,1009090973,啵啵鲜柠,西青区,奶茶/果汁,15.0,4.2,38.991,117.2301,18,181,天津,西青区,1,1
142,1009228454,澜记香港饮品专门店,滇池,奶茶/果汁,16.0,4.2,24.9862,102.6755,199,3451,昆明,西山区,1,1
143,1009242808,壶见,世欧王庄,奶茶/果汁,15.0,4.1,26.0704,119.3267,11,667,福州,晋安区,1,1
144,1009339181,憨豆先生奶茶,榆中县,奶茶/果汁,15.0,0.0,35.9412,104.0255,0,1,兰州,榆中县,1,0
145,100933988,新时沏,杭科院,奶茶/果汁,16.0,4.9,30.0846,119.8993,140,1649,杭州,富阳区,1,1
146,1009435606,肯德基,漪汾街,西式快餐/汉堡,30.0,4.3,37.8786,112.5268,27,0,太原,万柏林区,0,1
147,1009605096,街角奶茶,开发区,奶茶/果汁,0.0,0.0,45.7592,126.6955,0,0,哈尔滨,南岗区,1,0
148,1009677271,1992奶茶,群力地区,奶茶/果汁,0.0,3.9,45.7165,126.5362,0,0,哈尔滨,道里区,1,0
149,100979637,香飘雪奶茶,米东区中心城区,奶茶/果汁,0.0,0.0,43.96,87.6547,0,0,乌鲁木齐,米东区,1,0
150,1009815291,快乐番薯,恒峰步行街,奶茶/果汁,11.0,4.7,26.5776,106.7085,80,1098,贵阳,云岩区,1,1
151,1009862893,茶百道,人民东路,奶茶/果汁,15.0,4.2,25.041,102.7141,16,338,昆明,五华区,1,1
152,1009864225,沪上阿姨鲜果茶,元一广场,奶茶/果汁,15.0,4.3,31.874,117.3076,48,1249,合肥,瑶海区,1,1
153,1009930478,一茶娜奶茶,红旗大街槐安路,奶茶/果汁,0.0,0.0,37.9775,114.4701,0,0,石家庄,桥西区,1,0
154,1009965987,豆吉汤圆奶茶,高新区,奶茶/果汁,11.0,4.1,30.5492,104.0425,38,1629,成都,武侯区,1,1
155,1010009842,ARTEASG,龙洞/岑村,奶茶/果汁,17.0,4.6,23.1951,113.366,168,5591,广州,天河区,1,1
156,1010041002,益禾堂,南头,奶茶/果汁,9.0,3.9,22.5358,113.919,634,11553,深圳,南山区,1,1
157,1010179382,茶百道,人民大学,奶茶/果汁,15.0,4.3,39.9647,116.3079,0,27,北京,海淀区,1,1
158,1010306932,拾觉,小店区,奶茶/果汁,10.0,5.0,37.8209,112.5506,129,1057,太原,小店区,1,1
159,1010313395,柠说·霸王杯柠檬茶,万达/悦荟广场,奶茶/果汁,8.0,4.5,22.8148,108.324,217,4176,南宁,兴宁区,1,1
160,1010324026,茶乙己,中山公园/江苏路,奶茶/果汁,18.0,4.4,31.2187,121.4165,52,2329,上海,长宁区,1,1
161,101036830,黑殿新概念水吧,崖州区,奶茶/果汁,0.0,0.0,18.368,109.1669,0,0,三亚,崖州区,1,0
162,1010435018,书亦烧仙草,一碗水,传统甜品,13.0,4.7,29.6962,106.6174,841,13668,重庆,渝北区,1,1
163,1010443986,古茗,藏龙岛,奶茶/果汁,15.0,4.8,30.4393,114.435,3,192,武汉,江夏区,1,1
164,101046501,CoCo都可,山西路/湖南路,奶茶/果汁,13.0,4.4,32.067,118.7781,616,11374,南京,鼓楼区,1,1
165,1010569624,书亦烧仙草,富田太阳城,奶茶/果汁,13.0,4.6,34.7216,113.719,412,8724,郑州,管城回族区,1,1
166,1010594641,沪上阿姨水果茶,福利路,奶茶/果汁,0.0,4.3,36.09,103.633,3,20,兰州,西固区,1,0
167,1010618231,不要对我尖叫,商品街,奶茶/果汁,17.0,4.6,18.248,109.5126,66,634,三亚,吉阳区,1,1
168,1010656973,益禾堂,大东海度假区,奶茶/果汁,11.0,4.3,18.2233,109.5279,0,0,三亚,吉阳区,1,1
169,101070888,阿水大杯茶,领秀城贵和购物中心,奶茶/果汁,14.0,4.1,36.5934,117.0035,168,3309,济南,市中区,1,1
170,101076963,品客汀奶茶工坊,东风镇,奶茶/果汁,0.0,0.0,26.6415,106.8105,0,0,贵阳,乌当区,1,0
171,1010845369,茶百道,三亚学院/大学城,奶茶/果汁,0.0,0.0,18.3265,109.5616,0,0,三亚,吉阳区,1,0
172,1010921577,书亦烧仙草,星月时代广场,奶茶/果汁,13.0,4.7,34.755,112.9846,869,13379,郑州,巩义市,1,1
173,1010927834,蜜雪冰城,莲湖区,奶茶/果汁,7.0,4.1,34.2733,108.8738,94,1193,西安,莲湖区,1,1
174,1011133538,蜜雪冰城,胡家庙,奶茶/果汁,6.0,0.0,34.2728,108.9972,0,3,西安,新城区,1,0
175,1011161318,茶百道,高崎机场,奶茶/果汁,15.0,3.5,24.5228,118.155,0,21,厦门,湖里区,1,1
176,1011196115,冰雪时光,火车站,饮品店,5.0,4.4,36.5978,101.8144,9,110,西宁,城东区,0,1
177,1011227025,7分甜,平凉路/东外滩,奶茶/果汁,21.0,4.7,31.2648,121.5379,262,8059,上海,杨浦区,1,1
178,1011248929,共享时光咖啡,海棠区,咖啡厅,0.0,4.1,18.38,109.7365,0,0,三亚,海棠区,1,0
179,1011251721,茶百道,石路地区,奶茶/果汁,15.0,3.8,31.3139,120.6036,8,274,苏州,姑苏区,1,1
180,101133467,享甜,万科大都会,奶茶/果汁,18.0,4.1,26.5226,106.7118,411,1939,贵阳,花溪区,1,1
181,1011354124,零点时光炸鸡奶茶店,宽城区,饮品店,0.0,0.0,44.1397,125.4743,0,0,长春,宽城区,1,0
182,1011357766,桂源铺,世博园,奶茶/果汁,20.0,4.6,31.1418,121.5259,522,17486,上海,浦东新区,1,1
183,1011407650,书亦烧仙草,十字街,奶茶/果汁,15.0,4.0,26.4298,106.6757,29,536,贵阳,花溪区,1,1
184,1011461110,甜啦啦,东海岸/大学城,奶茶/果汁,0.0,4.2,19.9803,110.5165,48,1035,海口,美兰区,1,0
185,101156344,CoCo都可,小寨,奶茶/果汁,13.0,4.4,34.2235,108.9489,1198,25895,西安,雁塔区,1,1
186,101163660,YOYO悠悠奶茶,安义县,奶茶/果汁,0.0,0.0,28.8367,115.5591,0,0,南昌,安义县,1,0
187,1011760521,HC汇巢鲜茶,铁西区,奶茶/果汁,0.0,0.0,41.7763,123.3221,0,0,沈阳,铁西区,1,0
188,1011866724,书亦烧仙草,大学城,奶茶/果汁,0.0,4.7,23.061,113.3923,424,5536,广州,番禺区,1,0
189,1011981844,小夜奶茶店,群力地区,奶茶/果汁,0.0,0.0,45.7507,126.5702,0,0,哈尔滨,道里区,1,0
190,1012003626,茶百道,四川北路/海伦路,奶茶/果汁,15.0,4.7,31.2566,121.4833,10,695,上海,虹口区,1,1
191,1012034019,肯德基,顺海,西式快餐/汉堡,30.0,4.5,26.6206,106.7441,61,0,贵阳,云岩区,0,1
192,1012295065,漫雪皇后,雅瑶,奶茶/果汁,0.0,0.0,23.361,113.2177,0,0,广州,花都区,1,0
193,1012299563,益禾堂,乌涂商业街,奶茶/果汁,9.0,4.1,24.7056,118.1239,25,234,厦门,同安区,1,1
194,1012681499,蜜雪冰城,龙湖广场/升达大学,奶茶/果汁,6.0,0.0,34.6,113.6855,0,0,郑州,新郑市,1,0
195,1012787977,蜜雪冰城,高新软件园,奶茶/果汁,6.0,3.6,34.2061,108.8353,1,41,西安,雁塔区,1,1
196,1012813228,书亦烧仙草,小龙坎,奶茶/果汁,13.0,4.6,29.5422,106.4734,997,20227,重庆,沙坪坝区,1,1
197,1013009578,人在茶在,曲阳地区,奶茶/果汁,19.0,4.0,31.2864,121.4921,74,5146,上海,虹口区,1,1
198,1013428050,蜜雪冰城,中牟大厦,奶茶/果汁,7.0,4.6,34.725,114.0219,328,4565,郑州,中牟县,1,1
199,1013482928,蜜雪冰城,勒泰中心,奶茶/果汁,6.0,4.6,38.0436,114.5053,72,1328,石家庄,长安区,1,1
200,1013507456,CoCo都可,西稍门,奶茶/果汁,13.0,3.9,34.259,108.9112,50,1533,西安,莲湖区,1,1
201,1013553382,茶余酒后奶茶·烧烤·海鲜·啤酒,大园路,奶茶/果汁,0.0,0.0,19.9927,110.3519,0,0,海口,琼山区,1,0
202,1013599493,茶百道,洞泾,奶茶/果汁,15.0,4.8,31.0851,121.27,7,402,上海,松江区,1,1
203,1013669332,书亦烧仙草,喜盈门/喜乐地,奶茶/果汁,13.0,4.4,28.1338,113.0347,249,6198,长沙,雨花区,1,1
204,1013675586,绣之茶,光谷/东湖高新区,奶茶/果汁,15.0,3.7,30.4963,114.407,2,5,武汉,洪山区,1,1
205,1013701995,7分甜,陆家嘴,奶茶/果汁,20.0,4.7,31.2314,121.5163,233,10048,上海,浦东新区,1,1
206,1013748476,7分甜,淮海路/陕西南路,奶茶/果汁,18.0,4.6,31.2154,121.4582,163,7280,上海,徐汇区,1,1
207,1013802481,1点点,中山东路,奶茶/果汁,14.0,4.3,38.0447,114.5076,0,0,石家庄,长安区,1,1
208,1013926936,益禾堂,机场路沿线,奶茶/果汁,9.0,3.8,23.1938,113.2622,959,14888,广州,白云区,1,1
209,1013959926,沪上阿姨鲜果茶,中山门,奶茶/果汁,16.0,3.8,39.0951,117.2842,2,411,天津,河东区,1,1
210,1014146927,书亦烧仙草,数博万达广场,奶茶/果汁,13.0,4.4,26.5932,106.6505,295,4542,贵阳,云岩区,1,1
