,shopid,title,areaname,backCateName,avgprice,avgscore,latitude,longitude,comments,historyCouponCount,city,address,isMain,record
15101,179952311,快乐番薯,塘边,奶茶/果汁,13.0,4.4,24.5134,118.1283,63,1102,厦门,湖里区,1,1
15102,179955165,蜜雪冰城,维明超市,奶茶/果汁,0.0,0.0,38.0196,114.8422,0,0,石家庄,藁城区,1,0
15103,179955203,奈雪的茶,新安,奶茶/果汁,37.0,4.6,22.5715,113.9063,66,851,深圳,宝安区,1,1
15104,1799575762,茶百道,罗家嘴/阳光100,奶茶/果汁,15.0,4.5,28.1411,112.9449,12,237,长沙,岳麓区,1,1
15105,1799576688,蜜雪冰城,澄州大商场,奶茶/果汁,6.0,4.5,23.4302,108.5969,145,2127,南宁,上林县,1,1
15106,179958994,梁小糖,大学路,奶茶/果汁,7.0,4.2,22.839,108.2645,14,0,南宁,西乡塘区,1,1
15107,179959048,90+Boba Tea台湾奶茶,人民东路,奶茶/果汁,18.0,4.2,25.033,102.7196,218,2340,昆明,官渡区,1,1
15108,179962996,旺角奶茶,于洪区,奶茶/果汁,0.0,4.1,41.8818,123.3242,0,0,沈阳,于洪区,1,0
15109,1799636251,益禾堂,义乌小商品城,奶茶/果汁,9.0,4.4,31.9393,118.8766,163,2617,南京,江宁区,1,1
15110,1799678047,慧英优品奶茶店,龙华区,奶茶/果汁,0.0,0.0,19.9998,110.327,0,0,海口,龙华区,1,0
15111,1799689960,蜜雪冰城,汉沽城区,奶茶/果汁,6.0,4.9,39.2427,117.8083,678,9413,天津,滨海新区,1,1
15112,1799696169,星食茶,滨海大道东段,奶茶/果汁,8.0,4.3,20.0376,110.188,33,503,海口,秀英区,1,1
15113,179974336,慕雪奶茶果饮小吃,坞城路,奶茶/果汁,0.0,4.0,37.801,112.5898,1,0,太原,小店区,1,0
15114,179975222,沪上阿姨鲜果茶,刘园,奶茶/果汁,15.0,4.2,39.2085,117.1189,280,5915,天津,北辰区,1,1
15115,179976238,致青春奶茶,梅岭风景区,奶茶/果汁,0.0,0.0,28.7142,115.7299,0,0,南昌,新建区,1,0
15116,1799803009,CoCo都可,劲松/潘家园,奶茶/果汁,13.0,4.2,39.8817,116.4556,96,2254,北京,朝阳区,1,1
15117,179981685,书亦烧仙草,蜀汉路,奶茶/果汁,12.0,4.3,30.6941,104.0151,560,6283,成都,金牛区,1,1
15118,179983762,1314奶茶,万达广场,奶茶/果汁,0.0,0.0,28.6923,115.8488,0,0,南昌,红谷滩区,1,0
15119,179986051,书亦烧仙草,石羊场,奶茶/果汁,12.0,4.5,30.5819,104.0306,310,4265,成都,武侯区,1,1
15120,179986250,锡牧人奶茶馆,玉泉区,内蒙菜,0.0,3.8,40.7737,111.6817,0,0,呼和浩特,玉泉区,1,0
15121,1799882161,茶百道,金水路/省政府,奶茶/果汁,15.0,4.8,34.7698,113.6823,12,111,郑州,金水区,1,1
15122,179990664,沪上阿姨鲜果茶,大寺,奶茶/果汁,15.0,4.4,39.0279,117.219,908,22961,天津,西青区,1,1
15123,179990861,书亦烧仙草,龙泉驿区,奶茶/果汁,13.0,4.4,30.555,104.2626,395,3337,成都,龙泉驿区,1,1
15124,179992276,佰份奶茶酒店,博仕后,奶茶/果汁,0.0,3.9,26.0723,119.1938,0,0,福州,闽侯县,1,0
15125,179994582,桂源铺,东方之门/湖滨新天地,奶茶/果汁,20.0,4.5,31.3186,120.6776,260,8191,苏州,虎丘区,1,1
15126,179998968,益禾堂,县城,奶茶/果汁,9.0,4.3,24.7557,103.2715,424,3603,昆明,石林彝族自治县,1,1
15127,1800019660,CoCo都可,太乙路,奶茶/果汁,0.0,3.8,34.2351,108.9739,0,0,西安,碑林区,1,0
15128,1800066280,宫野,假日海滩/西海岸,奶茶/果汁,0.0,4.1,20.0469,110.1911,0,0,海口,秀英区,1,0
15129,1800138108,T%茶救星球,北京路商业区,饮品店,11.0,4.3,23.1215,113.269,149,8706,广州,越秀区,0,1
15130,1800278283,叶柠·手打柠檬茶,海垦广场,奶茶/果汁,0.0,3.7,20.0188,110.3172,6,4,海口,龙华区,1,0
15131,1800287900,泰式老挝奶咖,大商汇,奶茶/果汁,12.0,3.6,24.9773,102.714,28,567,昆明,西山区,1,1
15132,1800301271,益禾堂,兴隆路,奶茶/果汁,8.0,0.0,35.843,104.1126,0,1,兰州,榆中县,1,0
15133,1800309014,琴语泉茶,高新万达广场,奶茶/果汁,15.0,4.8,36.6869,117.1308,316,4485,济南,历下区,1,1
15134,180046294,厝内小眷村,天鹅湖银泰城,奶茶/果汁,24.0,4.6,31.818,117.2328,637,19669,合肥,蜀山区,1,1
15135,180052839,85度C,集美万达广场,面包蛋糕,34.0,4.4,24.5738,118.0932,29,0,厦门,集美区,0,1
15136,180055063,可以哦,吉阳镇,奶茶/果汁,0.0,4.2,18.2822,109.5869,29,0,三亚,吉阳区,1,0
15137,180056593,可百可,梨花南路,奶茶/果汁,0.0,3.7,36.3279,103.9516,0,0,兰州,皋兰县,1,0
15138,1800578221,蜜雪冰城,东关大街,奶茶/果汁,0.0,3.6,36.6132,101.8034,0,0,西宁,城东区,1,0
15139,180058826,蜜雪冰城,红旗街,奶茶/果汁,7.0,4.5,43.8715,125.3004,640,8447,长春,朝阳区,1,1
15140,1800625264,Y小姐的茶,徐沟商圈,奶茶/果汁,0.0,4.0,37.5601,112.4989,0,0,太原,清徐县,1,0
15141,180063966,INCHA印茶,沙井,奶茶/果汁,16.0,4.1,22.7326,113.8178,175,2910,深圳,宝安区,1,1
15142,1800691002,茶百道,三墩镇,奶茶/果汁,15.0,4.5,30.3325,120.0786,68,1376,杭州,西湖区,1,1
15143,180075688,星食茶,城西/学院路,奶茶/果汁,12.0,4.2,19.983,110.3369,15,0,海口,龙华区,1,1
15144,180075963,蜜雪冰城,学院路,奶茶/果汁,6.0,4.4,45.8777,126.4921,14,16,哈尔滨,呼兰区,1,1
15145,180077412,INCHA印茶,万象汇,奶茶/果汁,14.0,4.6,30.1821,120.2705,186,2663,杭州,萧山区,1,1
15146,180078571,HEELEEZ喜乐芝,瑶湖区,奶茶/果汁,14.0,4.1,28.6738,116.017,15,333,南昌,南昌县,1,1
15147,180079003,奉茶FENG CHA,凤凰机场,奶茶/果汁,0.0,4.3,18.3081,109.4118,341,0,三亚,天涯区,1,0
15148,180079561,呷哺呷哺,桂林路,小火锅,59.0,4.7,43.8664,125.3183,704,14251,长春,朝阳区,0,1
15149,1800797,CoCo都可,桐梓林,奶茶/果汁,13.0,4.3,30.6142,104.0577,390,6933,成都,武侯区,1,1
15150,180080646,茶百道,高升桥,奶茶/果汁,16.0,4.2,30.6376,104.0358,9,152,成都,武侯区,1,1
15151,180082069,徐小包的奶茶,闻堰,奶茶/果汁,12.0,4.4,30.1226,120.1761,19,594,杭州,萧山区,1,1
15152,180083796,快乐番薯,闽侯县,奶茶/果汁,14.0,3.9,25.9242,119.3811,43,859,福州,闽侯县,1,1
15153,1800839,CoCo都可,营门口,奶茶/果汁,13.0,4.5,30.6827,104.029,508,3943,成都,金牛区,1,1
15154,180086880,老乌奶茶,玉泉区,奶茶/果汁,0.0,0.0,40.7524,111.6732,0,0,呼和浩特,玉泉区,1,0
15155,1800871113,快乐番薯,福湾新城/湾边,奶茶/果汁,13.0,4.4,26.0085,119.2784,27,416,福州,仓山区,1,1
15156,180089363,台盖,大芬/南岭,奶茶/果汁,20.0,4.3,22.6117,114.151,3,46,深圳,龙岗区,1,1
15157,180089368,蜜雪冰城,福建师大/学生街,奶茶/果汁,8.0,4.3,26.0367,119.3122,135,1353,福州,仓山区,1,1
15158,1800936547,茶满满,海垦广场,奶茶/果汁,15.0,4.2,20.0173,110.3148,402,5415,海口,龙华区,1,1
15159,180094707,兰芳园丝袜奶茶,万达广场,港台甜品,21.0,4.4,43.8419,87.5176,76,1559,乌鲁木齐,沙依巴克区,1,1
15160,180095619,點茶sometea,鼓楼,奶茶/果汁,0.0,4.0,40.8223,111.6786,11,0,呼和浩特,新城区,1,0
15161,180097674,蜜雪冰城,南岭,奶茶/果汁,8.0,4.2,43.8599,125.3396,8,0,长春,南关区,1,1
15162,1800993359,眷茶,国贸360,奶茶/果汁,17.0,4.1,34.787,113.6821,0,47,郑州,金水区,1,1
15163,180099791,BREAD+618,人民广场,面包蛋糕,22.0,4.9,43.8915,125.334,150,1522,长春,南关区,0,1
15164,180099990,薽菓Pure Fruit,天鹅湖,奶茶/果汁,0.0,4.0,36.0968,103.6221,3,0,兰州,西固区,1,0
15165,180100018,蜜雪冰城,百货大楼/中天广场,奶茶/果汁,8.0,4.5,34.4593,113.0358,331,4565,郑州,登封市,1,1
15166,1801016235,蓉小乔,建设路/电子科技大学,奶茶/果汁,15.0,4.5,30.6698,104.103,247,3339,成都,成华区,1,1
15167,180101752,蜜雪冰城,卫星广场,奶茶/果汁,7.0,4.8,43.8318,125.3213,836,14047,长春,南关区,1,1
15168,180102961,拉萨吉苏啦厨房,嘎玛贡桑,西藏菜,53.0,5.0,29.6534,91.1469,78,324,拉萨,城关区,0,1
15169,1801043645,玲爷·老红糖珍珠奶茶,广西大学,奶茶/果汁,10.0,4.3,22.8347,108.2951,430,6758,南宁,西乡塘区,1,1
15170,1801090638,CoCo都可,城东,奶茶/果汁,11.0,4.4,30.2849,120.192,278,6829,杭州,上城区,1,1
15171,1801124035,迷你奶茶店,湟源县,奶茶/果汁,0.0,0.0,36.6875,101.2657,0,0,西宁,湟源县,1,0
15172,180115195,信友茶,兴庆府大院,奶茶/果汁,0.0,0.0,38.496,106.2717,0,0,银川,兴庆区,1,0
15173,1801176346,珍珠奶茶冰粥果汁奶昔,长青街,奶茶/果汁,0.0,0.0,41.7764,123.4638,0,0,沈阳,沈河区,1,0
15174,180121926,金山奶茶馆,长江路,新疆菜,20.0,4.3,43.7904,87.5953,0,0,乌鲁木齐,沙依巴克区,0,1
15175,180124185,益禾堂,美兰区,奶茶/果汁,9.0,4.0,19.8012,110.6846,0,1,海口,美兰区,1,1
15176,1801254043,海底捞火锅,三亚站,四川火锅,92.0,4.4,18.2948,109.4942,0,0,三亚,天涯区,0,1
15177,180129401,台盖,坂田/杨美,奶茶/果汁,22.0,4.2,22.6183,114.0554,9,90,深圳,龙华区,1,1
15178,1801313243,摩吉台式磨制奶茶,榆中县,奶茶/果汁,0.0,0.0,35.9409,104.0258,0,0,兰州,榆中县,1,0
15179,1801361103,春莱ChunLai老挝冰咖啡泰式奶茶,富民县中心城区,奶茶/果汁,12.0,4.7,25.2244,102.5032,6,53,昆明,富民县,1,1
15180,180138176,缘味奶茶,同安,奶茶/果汁,0.0,0.0,24.6705,118.141,0,0,厦门,同安区,1,0
15181,1801532,CoCo都可,万达广场,奶茶/果汁,13.0,4.4,30.6175,104.1003,416,4602,成都,锦江区,1,1
15182,1801542864,BLUE BUBBLE,净月大学城,奶茶/果汁,18.0,4.1,43.821,125.4177,32,942,长春,南关区,1,1
15183,1801609775,R&B TEA,新市区,奶茶/果汁,0.0,3.8,43.8532,87.5414,0,0,乌鲁木齐,新市区,1,0
15184,1801742449,｜茶遇奶茶,花溪区,奶茶/果汁,0.0,0.0,26.4714,106.517,0,0,贵阳,花溪区,1,0
15185,180179190,益禾堂,美兰区,奶茶/果汁,9.0,3.7,19.8009,110.6883,0,0,海口,美兰区,1,1
15186,180190041,台湾奶茶烧仙草,环岛路沿线,奶茶/果汁,0.0,3.9,24.4631,118.1837,0,0,厦门,思明区,1,0
15187,1802014164,冰雪时光,学院路,奶茶/果汁,5.0,3.7,45.8752,126.509,11,175,哈尔滨,呼兰区,1,1
15188,1802081,CoCo都可,光华村,奶茶/果汁,13.0,4.3,30.6625,104.0073,421,6854,成都,青羊区,1,1
15189,1802122492,甜荟奶霜茶饮,横梁镇商圈,奶茶/果汁,0.0,4.1,32.3247,118.9338,0,0,南京,六合区,1,0
15190,1802191411,芸茶,海甸岛,奶茶/果汁,0.0,3.8,20.0637,110.3273,0,0,海口,美兰区,1,0
15191,1802220575,蜜雪冰城,德惠路,奶茶/果汁,0.0,4.0,44.5353,125.7112,0,0,长春,德惠市,1,0
15192,1802397562,易阿姨奶茶,大卖场,奶茶/果汁,0.0,0.0,42.5087,123.4217,0,0,沈阳,法库县,1,0
15193,1802418154,沪上阿姨鲜果茶,小雁塔/南稍门,奶茶/果汁,15.0,3.7,34.2398,108.9494,0,19,西安,碑林区,1,1
15194,1802455385,茶百道,花溪区,奶茶/果汁,15.0,4.2,26.5137,106.6984,32,618,贵阳,花溪区,1,1
15195,1802501,CoCo都可,九里堤,奶茶/果汁,13.0,4.2,30.7081,104.0399,457,5605,成都,金牛区,1,1
15196,1802582441,喜茶,天河城/体育中心,奶茶/果汁,35.0,4.5,23.1319,113.3241,0,0,广州,天河区,1,1
15197,1802633001,CoCo都可,龙华,奶茶/果汁,13.0,4.3,22.6556,114.0367,60,1811,深圳,龙华区,1,1
15198,1802780573,黑泷堂,高新科技产业区,奶茶/果汁,0.0,4.0,37.7925,112.5597,23,271,太原,小店区,1,0
15199,180278878,果茶吧,县中心城区,奶茶/果汁,0.0,0.0,18.6368,109.7024,0,0,三亚,保亭黎族苗族自治县,1,0
15200,1802806540,茶百道,禾祥西路沿线,奶茶/果汁,15.0,4.2,24.4632,118.0793,0,65,厦门,思明区,1,1
15201,1802914225,转森,后湖,闽菜,0.0,0.0,30.6379,114.2833,0,0,武汉,江岸区,1,0
15202,1802953515,黑泷堂,下沙,奶茶/果汁,12.0,4.5,30.3088,120.3268,110,2339,杭州,钱塘区,1,1
15203,1803045262,茶炜诗,世纪公园/科技馆,奶茶/果汁,18.0,4.4,31.2031,121.5585,171,8094,上海,浦东新区,1,1
15204,1803060702,CoCo都可,闵行开发区,奶茶/果汁,13.0,4.5,31.0237,121.3734,49,1684,上海,闵行区,1,1
15205,1803099673,海南炒冰清补凉,亚龙湾中心广场,奶茶/果汁,0.0,0.0,18.2309,109.6458,0,0,三亚,吉阳区,1,0
15206,1803136,肯德基,高新区,西式快餐/汉堡,30.0,3.9,30.5868,104.0545,47,0,成都,武侯区,0,1
15207,1803159769,补给栈汉堡奶茶,乐松广场,茶餐厅,0.0,4.1,45.7156,126.6473,0,0,哈尔滨,香坊区,1,0
15208,1803161760,冷曼奶茶冷饮冰淇淋,萧红故居/呼兰老城区,冰淇淋,0.0,0.0,45.983,126.6129,0,0,哈尔滨,呼兰区,1,0
15209,1803348744,寻茶说,小雁塔/南稍门,奶茶/果汁,20.0,4.5,34.2475,108.9464,6,43,西安,碑林区,1,1
15210,1803350939,约茶吧奶茶,美兰区,奶茶/果汁,0.0,4.0,20.0356,110.374,0,0,海口,美兰区,1,0
15211,180335531,约启奶茶屋,湟源县,奶茶/果汁,0.0,0.0,36.6869,101.2652,0,0,西宁,湟源县,1,0
15212,1803485763,星杯梦饮·奶茶果茶,亨特城市广场,奶茶/果汁,0.0,0.0,26.5707,106.7214,0,0,贵阳,南明区,1,0
15213,1803488967,蜜桃里,新千国际,奶茶/果汁,0.0,4.2,36.6075,101.7982,0,0,西宁,城东区,1,0
15214,1803513918,茶素素果冻鲜奶茶,嘎玛贡桑,奶茶/果汁,0.0,0.0,29.653,91.1545,0,0,拉萨,城关区,1,0
15215,1803519974,娃哈哈奶茶,恒隆广场,奶茶/果汁,0.0,4.3,36.6648,117.0232,0,0,济南,历下区,1,0
15216,1803557990,奶茶,藏龙岛,奶茶/果汁,0.0,0.0,30.4514,114.4512,0,0,武汉,江夏区,1,0
15217,1803583599,娃哈哈奶茶,广西大学,奶茶/果汁,0.0,4.3,22.8354,108.2937,177,3126,南宁,西乡塘区,1,0
15218,1803615676,沪上阿姨鲜果茶,恒宇国际,奶茶/果汁,0.0,3.9,26.0915,119.3154,0,0,福州,鼓楼区,1,0
15219,1803654696,甜啦啦,福清,奶茶/果汁,14.0,4.3,25.7014,119.3543,5,89,福州,福清市,1,1
15220,1803661159,书亦烧仙草,卓刀泉/虎泉,奶茶/果汁,14.0,4.4,30.5099,114.3733,146,2088,武汉,洪山区,1,1
15221,180366940,拾年奶茶休闲吧,闽清县,奶茶/果汁,0.0,0.0,26.3689,118.8979,0,0,福州,闽清县,1,0
15222,1803928112,煲珠公·老红糖珍珠奶茶,青秀万达,奶茶/果汁,11.0,4.3,22.831,108.3691,0,0,南宁,青秀区,1,1
15223,1803939345,益禾堂,蛇口,奶茶/果汁,8.0,3.6,22.4871,113.9299,29,588,深圳,南山区,1,1
15224,1804044458,益禾堂,翔安区,奶茶/果汁,9.0,4.3,24.6351,118.2081,38,428,厦门,翔安区,1,1
15225,1804053380,蜜雪冰城,石家庄北站,奶茶/果汁,6.0,0.0,38.0608,114.4571,0,38,石家庄,新华区,1,0
15226,180419965,奶茶博士,新疆农业大学,奶茶/果汁,0.0,4.0,43.8069,87.5709,0,0,乌鲁木齐,沙依巴克区,1,0
15227,180424018,乐喝港式奶茶,闽侯县,奶茶/果汁,0.0,0.0,26.1104,119.2269,0,0,福州,闽侯县,1,0
15228,1804316479,益禾堂,银湖/泥岗,奶茶/果汁,10.0,3.8,22.5671,114.0987,5,0,深圳,罗湖区,1,1
15229,1804357497,益禾堂,县城,奶茶/果汁,8.0,4.8,24.757,103.2684,31,335,昆明,石林彝族自治县,1,1
15230,1804404,肯德基,东升镇,西式快餐/汉堡,30.0,4.1,30.5736,103.9237,82,0,成都,双流区,0,1
15231,180441753,吾飲良品Idrink,五星南路,奶茶/果汁,0.0,4.1,43.805,87.6311,1,0,乌鲁木齐,天山区,1,0
15232,180442348,MKF麦克风·奶茶·果汁·咖啡·小吃,新二中,奶茶/果汁,0.0,0.0,38.4857,106.2874,0,0,银川,兴庆区,1,0
15233,1804459869,蜜雪冰城,杨柳青,奶茶/果汁,7.0,4.3,39.1386,117.0166,47,1707,天津,西青区,1,1
15234,180451613,蜜雪冰城,望京,奶茶/果汁,7.0,4.1,39.9918,116.4705,36,432,北京,朝阳区,1,1
15235,180467889,厝内小眷村,太仓万达,奶茶/果汁,26.0,3.6,31.4608,121.1385,34,705,苏州,太仓市,1,1
15236,180469437,麦克风,省二医院,奶茶/果汁,0.0,0.0,36.6188,101.7629,0,0,西宁,城西区,1,0
15237,180475744,欢乐柠檬,花儿步行街,奶茶/果汁,0.0,0.0,36.9505,101.6789,0,0,西宁,大通回族土族自治县,1,0
15238,180483589,书亦烧仙草,五块石,奶茶/果汁,12.0,4.4,30.722,104.0616,402,4187,成都,金牛区,1,1
15239,180485674,沪上阿姨鲜果茶,汉峪金谷,奶茶/果汁,14.0,4.3,36.6607,117.1466,155,2804,济南,历城区,1,1
15240,1804861480,麦克风,大召,奶茶/果汁,0.0,0.0,40.7969,111.6584,0,0,呼和浩特,玉泉区,1,0
15241,180490147,茶岸奶茶屋,工业集中区,奶茶/果汁,0.0,0.0,24.6832,118.119,0,0,厦门,同安区,1,0
15242,1804903211,清真·轻慕肽谷茶,国际村,奶茶/果汁,12.0,4.5,36.6122,101.7912,5,10,西宁,城东区,1,1
15243,1805002899,贡茶GONG·CHA,西善桥/油坊桥,奶茶/果汁,0.0,4.0,31.9568,118.7162,0,0,南京,雨花台区,1,0
15244,1805035489,寻味奶茶,长乐,奶茶/果汁,0.0,0.0,25.8843,119.59,0,0,福州,长乐区,1,0
15245,1805346507,七道·奶茶·炸鸡·汉堡,集美,奶茶/果汁,0.0,0.0,24.6016,117.9647,0,0,厦门,集美区,1,0
15246,180535315,书亦烧仙草,大丰,奶茶/果汁,13.0,4.6,30.7582,104.0436,199,2091,成都,新都区,1,1
15247,180536867,蜜雪冰城,高铁东站/龙昆南,奶茶/果汁,0.0,4.1,19.9975,110.3461,0,0,海口,琼山区,1,0
15248,1805458793,口渴了水果鲜茶,浦口区,凉茶,0.0,4.1,32.1046,118.7194,0,0,南京,浦口区,1,0
15249,180547821,吾饮良品水果茶,南湖花园,奶茶/果汁,11.0,3.7,30.5148,114.3138,229,3310,武汉,武昌区,1,1
15250,180548392,快乐柠檬,前门/大栅栏,奶茶/果汁,14.0,4.2,39.898,116.3955,1,0,北京,西城区,1,1
15251,180549753,厝内小眷村,徐庄软件园,奶茶/果汁,27.0,4.2,32.0852,118.8914,7,225,南京,玄武区,1,1
15252,180549843,彩虹岛,湟源县,奶茶/果汁,0.0,0.0,36.6866,101.2641,0,0,西宁,湟源县,1,0
15253,180551834,台铺奶茶,亚欧国际会展中心,奶茶/果汁,0.0,3.9,43.8803,87.6306,0,0,乌鲁木齐,水磨沟区,1,0
15254,180553482,阿姨奶茶,中山北路/甘泉地区,奶茶/果汁,14.0,4.0,31.2657,121.4316,0,0,上海,普陀区,1,1
15255,1805539894,蔡文姬奶茶,延寿县,奶茶/果汁,0.0,0.0,45.4558,128.3273,0,0,哈尔滨,延寿县,1,0
15256,180557148,CoCo都可,北下关,奶茶/果汁,13.0,4.3,39.9526,116.3568,586,15061,北京,海淀区,1,1
15257,180558473,沪上阿姨鲜果茶,西城,奶茶/果汁,15.0,4.2,38.9276,116.9223,323,3576,天津,静海区,1,1
15258,180558601,蜜雪冰城,大商/升龙城,奶茶/果汁,8.0,4.4,34.7268,113.627,343,5163,郑州,二七区,1,1
15259,1805642036,华莱士·全鸡汉堡,仙葫,西式快餐/汉堡,16.0,4.3,22.8085,108.4428,92,1423,南宁,青秀区,0,1
15260,180564659,阿姨奶茶专卖,阎良,奶茶/果汁,11.0,4.2,34.6639,109.2564,80,1513,西安,阎良区,1,1
15261,180566809,滋Q奶茶,星沙一桥,奶茶/果汁,16.0,4.5,28.2291,113.0782,93,10,长沙,长沙县,1,1
15262,180566942,王小姐的茶,万达广场,奶茶/果汁,14.0,4.3,28.6924,115.8504,196,1949,南昌,红谷滩区,1,1
15263,180571585,贡茶,艳粉地区,奶茶/果汁,13.0,4.3,41.7766,123.3605,25,225,沈阳,铁西区,1,1
15264,180572946,茶七分,海甸岛,奶茶/果汁,9.0,4.1,20.0621,110.3272,11,0,海口,美兰区,1,1
15265,180581460,7分甜,五角场/大学区,奶茶/果汁,21.0,4.1,31.3006,121.5145,601,16358,上海,杨浦区,1,1
15266,180584094,7U现泡茶,刘家窑/宋家庄,奶茶/果汁,17.0,4.3,39.8415,116.423,50,1048,北京,丰台区,1,1
15267,180584727,奶茶烧仙草,宝山区,奶茶/果汁,15.0,3.9,31.35,121.4302,0,0,上海,宝山区,1,1
15268,180585350,LELECHA乐乐茶,人民广场/南京路,奶茶/果汁,33.0,4.2,31.2343,121.4759,0,0,上海,黄浦区,1,1
15269,180585977,1点点,中关村,奶茶/果汁,16.0,4.5,39.9825,116.317,0,0,北京,海淀区,1,1
15270,1805862414,蜜雪冰城,陈砦,奶茶/果汁,7.0,4.2,34.8229,113.6549,466,9273,郑州,金水区,1,1
15271,180588011,吾饮良品水果茶,纸坊,奶茶/果汁,10.0,3.9,30.3718,114.3383,49,887,武汉,江夏区,1,1
15272,180590126,蜜雪冰城,东建材,奶茶/果汁,11.0,4.0,34.7482,113.7302,0,0,郑州,金水区,1,1
15273,180591434,吾饮良品水果茶,大花岭,奶茶/果汁,0.0,4.2,30.4148,114.3133,70,960,武汉,江夏区,1,0
15274,180592328,CC水果奶茶,金牛山/洪山桥,奶茶/果汁,0.0,0.0,26.0917,119.2484,0,0,福州,鼓楼区,1,0
15275,1805929409,一芳水果茶,石牌岭/街道口,奶茶/果汁,18.0,3.9,30.5033,114.3258,80,1725,武汉,洪山区,1,1
15276,1805953182,书亦烧仙草,江南区,奶茶/果汁,14.0,4.5,22.7672,108.2737,252,5339,南宁,江南区,1,1
15277,180596939,1点点,永泰,奶茶/果汁,13.0,4.2,23.2194,113.3059,0,0,广州,白云区,1,1
15278,180597173,书亦烧仙草,河西大学城,奶茶/果汁,12.0,4.4,28.1522,112.9387,327,4351,长沙,岳麓区,1,1
15279,1805979579,书亦烧仙草,德吉北路,奶茶/果汁,12.0,4.9,29.6583,91.1094,242,583,拉萨,城关区,1,1
15280,180600481,颜知茶也,解放西/泰龙城,奶茶/果汁,16.0,4.4,20.0372,110.3385,1029,16110,海口,龙华区,1,1
15281,180601013,茶百道,高新区,奶茶/果汁,15.0,4.4,30.5763,104.0613,42,1257,成都,武侯区,1,1
15282,180601558,茶百道,楚河汉街,奶茶/果汁,16.0,4.2,30.5589,114.3358,67,1631,武汉,武昌区,1,1
15283,180602358,奈雪的茶,西丽,奶茶/果汁,38.0,4.4,22.5738,113.9425,46,830,深圳,南山区,1,1
15284,180602486,书亦烧仙草,江汉路步行街,奶茶/果汁,12.0,4.9,30.5797,114.2891,2090,22239,武汉,江汉区,1,1
15285,1806027177,天然呆,高笋塘/白岩路,奶茶/果汁,8.0,3.8,30.8076,108.3804,34,452,重庆,万州区,1,1
15286,180602878,罗曼林冰淇淋&茶,历史文化街,冰淇淋,11.0,4.7,38.1339,114.5714,48,1171,石家庄,正定县,1,1
15287,180602983,冰雪时光,世购广场,饮品店,8.0,4.2,36.6528,116.9218,151,4040,济南,槐荫区,0,1
15288,180603086,喜悦之茶 | 奶茶简餐小吃,长岭南路,奶茶/果汁,18.0,4.3,26.6181,106.6437,42,195,贵阳,观山湖区,1,1
15289,1806034850,书亦烧仙草,南门山,奶茶/果汁,13.0,4.7,29.7081,107.3997,614,6710,重庆,涪陵区,1,1
15290,180603996,CoCo都可,中坝/青羊万达,奶茶/果汁,13.0,4.4,30.6761,103.9732,322,6461,成都,青羊区,1,1
15291,180605408,1点点,颛桥/北桥,奶茶/果汁,16.0,4.3,31.0705,121.4068,0,0,上海,闵行区,1,1
15292,180610761,新时沏,经开区,奶茶/果汁,16.0,4.1,31.7275,117.2553,25,240,合肥,蜀山区,1,1
15293,1806170417,CoCo都可,十字街,奶茶/果汁,13.0,4.9,26.433,106.6783,283,4066,贵阳,花溪区,1,1
15294,1806205700,遇见长安,迎宾路北段,陕菜,85.0,4.3,18.2904,109.529,83,4772,三亚,吉阳区,0,1
15295,180620578,喜茶,蛇口,奶茶/果汁,35.0,4.3,22.4839,113.9156,2,67,深圳,南山区,1,1
15296,180622972,奈雪的茶,环市东路/区庄,奶茶/果汁,38.0,4.1,23.1378,113.2816,48,600,广州,越秀区,1,1
15297,1806255359,蜜念雪,振华广场,奶茶/果汁,0.0,0.0,40.8153,111.6655,0,0,呼和浩特,回民区,1,0
15298,180633777,CoCo都可,华阳,奶茶/果汁,13.0,4.3,30.505,104.0558,365,4066,成都,双流区,1,1
15299,180634800,沪上阿姨鲜果茶,小海地,奶茶/果汁,15.0,4.3,39.0574,117.2563,181,3147,天津,河西区,1,1
15300,1806356248,茶小仙.奶茶.小吃,北湖,港式小吃,0.0,0.0,43.9898,125.4218,0,0,长春,宽城区,1,0
15301,180636924,快乐柠檬,五道口,奶茶/果汁,20.0,4.7,39.9936,116.3521,248,5658,北京,海淀区,1,1
15302,180637594,多米诺奶茶店,关上,奶茶/果汁,0.0,3.9,25.0129,102.7296,0,0,昆明,官渡区,1,0
15303,1806382093,呵逗奶茶,东明国际广场,奶茶/果汁,0.0,3.9,38.0233,114.5471,0,0,石家庄,裕华区,1,0
15304,180639685,益禾堂,衡阳路,奶茶/果汁,9.0,3.9,22.8335,108.3119,149,1871,南宁,西乡塘区,1,1
15305,180639812,古茗,老余杭,奶茶/果汁,15.0,4.2,30.2719,119.9427,187,2330,杭州,余杭区,1,1
15306,1806410446,自由空间奶茶休闲吧,文明路/和平路,奶茶/果汁,0.0,0.0,20.0401,110.3554,0,0,海口,美兰区,1,0
15307,180642771,初心奶茶,天际岭,奶茶/果汁,0.0,4.1,28.1119,113.0293,0,0,长沙,雨花区,1,0
15308,180644565,书亦烧仙草,郫都区,奶茶/果汁,12.0,4.2,30.786,103.9555,340,2756,成都,郫都区,1,1
15309,180646580,CoCo都可,南坪,奶茶/果汁,13.0,4.5,29.5284,106.5673,659,9856,重庆,南岸区,1,1
